// Skill Times Database
//
// Structure of Database:
// SkillID,CastingTime,AfterCastActDelay,Cooldown,AfterCastWalkDelay,Duration1,Duration2,FixedCastTimeThreshold
//





//-- MOB_EMBER
1500,0,0,0,0,0
//-- MOB_HEALAREA
1501,0,0,0,0,0
//-- MOB_EARTHQUAKE
1502,0,0,0,0,0
//-- MOB_MAGMASTORM
1503,0,0,0,0,0
//-- MOB_LEAVESDANCE
1504,0,0,0,0,0
//-- MOB_HEADBUTT
1505,0,0,0,0,0
//-- MOB_LEAFSTORM
1506,0,0,0,0,0
//-- MOB_WATERGUN
1507,0,0,0,0,0
//-- MOB_WATERTORNADO
1508,0,0,0,0,0
//-- MOB_RECOVER
1509,0,0,0,0,0
//-- MOB_ICESPIKES
1510,0,0,0,0,0
//-- MOB_BLIZZARD
1511,0,0,0,0,0
//-- MOB_ROCKTHROW
1512,0,0,0,0,0
//-- MOB_HARDEN
1513,0,0,0,0,0
//-- MOB_STONECONCUSSION
1514,0,0,0,0,0
//-- MOB_METEORFLAME
1515,0,0,0,0,0
//-- MOB_THUNDERSHOCK
1516,0,0,0,0,0
//-- MOB_THUNDERPUNCH
1517,0,0,0,0,0
//-- MOB_THUNDERSTORM
1518,0,0,0,0,0
//-- MOB_GUST
1519,0,0,0,0,0
//-- MOB_WINGATTACK
1520,0,0,0,0,0
//-- MOB_TORNADO
1521,0,0,0,0,0
//-- MOB_DRACOMETEOR
1522,0,0,0,0,0
//-- MOB_PSYBEAM
1523,0,0,0,0,0
//-- MOB_HYDROPUMP
1524,0,0,0,0,0
//-- MOB_CONFUSION
1525,0,0,0,0,0
//-- MOB_PSYCHIC
1526,0,0,0,0,0
//-- MOB_DARKBALL
1527,0,0,0,0,0
//-- MOB_SHADOWPUNCH
1528,0,0,0,0,0
//-- MOB_QUICKATTACK
1529,0,0,0,0,0
//-- MOB_SHADOWSTORM
1530,0,0,0,0,0
//-- MOB_EXTREMEAGILITY
1531,0,0,0,0,0
//-- MOB_RAGE
1532,0,0,0,0,0
//-- MOB_DEMONKICK
1533,0,0,0,0,0
//-- MOB_BODYSLAM
1534,0,0,0,0,0
//-- MOB_REST
1535,0,0,0,0,0
//-- MOB_MEGAPUNCH
1536,0,0,0,0,0
//-- MOB_SLEEPPOWER,Sleep Power
1537,0,0,0,0,0
//-- MOB_FLAMETHROW
1538,0,0,0,0,0
//-- MOB_TACKLE
1539,0,0,0,0,0
//-- MOB_ABSORV
1540,0,0,0,0,0
//-- MOB_TRIPLEBLOW
1541,0,0,0,0,0
//-- MOB_POISONATTACK
1542,0,0,0,0,0
//-- MOB_POISONGAS
1543,0,0,0,0,0



// SkillID,CastingTime,AfterCastActDelay,Cooldown,AfterCastWalkDelay,Duration1,Duration2,FixedCastTimeThreshold



//-- FIRE_EMBER
8001,0,1000,0,0,0
//-- NORMAL_HEALAREA
8002,10000,1000,0,0,0
//-- EARTH_EARTHQUAKE
8003,0,1000,0,0,0
//-- FIRE_MAGMASTORM
8004,0,1000,0,0,0
//-- LEAF_LEAVESDANCE
8005,0,1000,0,0,0
//-- NORMAL_HEADBUTT
8006,0,1000,0,0,0
//-- LEAF_LEAFSTORM
8007,0,1000,0,0,0
//-- WATER_WATERGUN
8008,0,1000,0,0,0
//-- WATER_WATERTORNADO
8009,0,1000,0,0,0
//-- PSY_RECOVER
8010,10000,1000,0,0,0
//-- ICE_ICESPIKES
8011,0,1000,0,0,0
//-- ICE_BLIZZARD
8012,0,1000,0,0,0
//-- STONE_ROCKTHROW
8013,0,1000,0,0,0
//-- STONE_HARDEN
8014,0,1000,0,0,0
//-- STONE_STONECONCUSSION
8015,0,1000,0,0,0
//-- FIRE_METEORFLAME
8016,0,1000,0,0,0
//-- ELETRIC_THUNDERSHOCK
8017,0,1000,0,0,0
//-- ELETRIC_THUNDERPUNCH
8018,0,1000,0,0,0
//-- ELETRIC_THUNDERSTORM
8019,0,1000,0,0,0
//-- FLY_GUST
8020,0,1000,0,0,0
//-- FLY_WINGATTACK
8021,0,1000,0,0,0
//-- FLY_TORNADO
8022,0,1000,0,0,0
//-- DRAGON_DRACOMETEOR
8023,0,1000,0,0,0
//-- PSY_PSYBEAM
8024,0,1000,0,0,0
//-- WATER_HYDROPUMP
8025,0,1000,0,0,0
//-- PSY_CONFUSION
8026,0,1000,0,0,0
//-- PSY_PSYCHIC
8027,0,1000,0,0,0
//-- GHOST_DARKBALL
8028,0,1000,0,0,0
//-- GHOST_SHADOWPUNCH
8029,0,1000,0,0,0
//-- NORMAL_QUICKATTACK
8030,0,1000,0,0,0
//-- GHOST_SHADOWSTORM
8031,0,1000,0,0,0
//-- FIGHT_EXTREMEAGILITY
8032,0,1000,0,0,0
//-- FIGHT_RAGE
8033,0,1000,0,0,0
//-- FIGHT_DEMONKICK
8034,0,1000,0,0,0
//-- NORMAL_BODYSLAM
8035,0,1000,0,0,0
//-- NORMAL_REST
8036,5000,1000,0,0,0
//-- NORMAL_MEGAPUNCH
8037,0,1000,0,0,0
//-- NORMAL_SLEEPPOWER,Sleep Power
8038,3000,1000,0,0,0
//-- FIRE_FLAMETHROW
8039,0,1000,0,0,0
//-- NORMAL_TACKLE
8040,0,1000,0,0,0
//-- BUG_ABSORV
8041,0,1000,0,0,0
//-- BUG_TRIPLEBLOW
8042,0,1000,0,0,0
//-- POISON_POISONATTACK
8043,0,1000,0,0,0
//-- POISON_POISONGAS
8044,0,1000,0,0,0



//-- AL_TELEPORT
8201,0,0,0,0,0


//===== Guild Skills =======================
//-- GD_LEADERSHIP
10006,0,0,0,0,300000
//-- GD_GLORYWOUNDS
10007,0,0,0,0,300000
//-- GD_SOULCOLD
10008,0,0,0,0,300000
//-- GD_HAWKEYES
10009,0,0,0,0,300000
//-- GD_BATTLEORDER
10010,0,0,0,0,0
//-- GD_REGENERATION
10011,0,0,0,0,0
//-- GD_RESTORE
10012,10000,0,0,0,0
//-- GD_EMERGENCYCALL
10013,5000,300000,0,0,0
//==========================================
