// _________                                    																																																	
// \_   ___ \_______  ____   ____  __ __  ______																																																	
// /    \  \/\_  __ \/  _ \ /    \|  |  \/  ___/																																																	
// \     \____|  | \(  <_> )   |  \  |  /\___ \ 																																																	
//  \______  /|__|   \____/|___|  /____//____  >																																																	
//         \/                   \/           \/  																																																	
//-----------------------------------------------																																																	
// 1.0 Traduzido restante do arquivo [Jokker]																																																	
//-----------------------------------------------																																																																																														
//Legenda: b: base	 gn: crescimento m?imo	 gx: crescimento m?imo	 en: evolu?o m?ima	 ex: evolu?o m?ima																																													
//Nota: Apenas os valores de crescimneto est? em uma escala de 1/10	 os outros atributos est? em uma escala de 1/1 (eg: 5 gmAGI means 0.5 agi)																																																
//class	evo_class	name	foodID	hungryDelay	base_size	evo_size	race	element	bASPD	bHP	bSP	bSTR	bAGI	bVIT	bINT	bDEX	bLUK	gnHP	gxHP	gnSP	gxSP	gnSTR	gxSTR	gnAGI	gxAGI	gnVIT	gxVIT	gnINT	gxINT	gnDEX	gxDEX	gnLUK	gxLUK	enHP	exHP	enSP	exSP	enSTR	exSTR	enAGI	exAGI	enVIT	exVIT	enINT	exINT	enDEX	exDEX	enLUK	exLUK																																																
2510,2510,Caterpie,537,60000,0,0,0,13,1500,300,100,5,5,5,5,5,1,30,40,5,5,5,15,5,15,5,15,5,15,0,25,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
2513,2513,Weedle,537,60000,0,0,0,13,1500,300,100,5,5,5,5,5,1,30,40,5,5,5,15,5,15,5,15,5,15,0,25,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
2516,2516,Pidgey,537,60000,0,0,0,4,1500,300,100,5,5,5,5,5,1,30,40,5,5,5,15,5,15,5,15,5,15,0,25,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
2519,2519,Ratata,537,60000,0,0,0,0,1500,300,100,5,5,5,5,5,1,30,40,5,5,10,15,5,15,5,15,0,10,0,25,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
2541,2541,Zubat,537,60000,0,0,0,5,1500,300,100,5,5,5,5,5,1,30,40,5,5,5,15,5,15,5,15,5,15,0,25,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
2546,2546,Paras,537,60000,0,0,0,7,1500,300,100,5,5,5,5,5,1,30,40,5,5,5,15,5,15,5,15,5,15,0,25,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
2560,2560,Poliwag,537,60000,0,0,0,1,1500,300,100,5,5,5,5,5,1,30,40,5,5,5,15,5,15,5,15,5,15,0,25,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
2590,2590,Shellder,537,60000,0,0,0,1,1500,300,100,5,5,5,5,5,1,30,40,5,5,5,15,5,15,5,15,5,15,0,25,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
2629,2629,Magikarp,537,60000,0,0,0,1,1500,300,100,5,5,5,5,5,1,30,40,5,5,5,15,5,15,5,15,5,15,0,25,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85
2521,2521,Spearow,537,60000,0,0,0,4,1500,300,100,5,5,5,5,5,1,35,45,5,5,5,15,5,15,5,15,5,15,0,25,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
