// Item Delay Database
// Max number of entries is defined in itemdb.h as MAX_ITEMDELAYS
//
// Structure:
// Item ID,Delay in Milliseconds

//12202,60000	//Str_Dish10_
//12203,60000	//Agi_Dish10_
//12204,60000	//Int_Dish10_
//12205,60000	//Dex_Dish10_
//12206,60000	//Luk_Dish10_
//12207,60000	//Vit_Dish10_
//12208,60000	//Battle_Manual
//12210,60000	//Bubble_Gum
//14538,300000	//Glass_Of_Illusion
//14586,180000	//Spark_Candy
690,4000
692,5000
18005,5000
18006,5000
18012,5000
19149,3000
19070,3000
19184,3000
19081,3000
8031,3000
8032,3000
8033,3000
8034,3000
8035,3000
8036,3000
8037,3000
8038,3000
8039,3000
8040,3000
8041,3000
8042,3000
8043,3000
8044,3000
8045,3000
8046,3000
8047,3000
8048,3000
8049,3000
8050,3000
8051,3000
8052,3000
8053,3000
8054,3000
8055,3000
8056,3000
8057,3000
8058,3000
8059,3000
8060,3000
8061,3000
8062,3000
8063,3000
8064,3000
8065,3000
8066,3000
8067,3000
8068,3000
8069,3000
8070,3000
8071,3000
8072,3000
8073,3000
8074,3000
8075,3000
8076,3000
8077,3000
8078,3000
8079,3000
8080,3000
8081,3000
8082,3000
8083,3000
8084,3000
8085,3000
8086,3000
8087,3000
8088,3000
8089,3000
8090,3000
8091,3000
8092,3000
8093,3000
8094,3000
8095,3000
8096,3000
8097,3000
8098,3000
8099,3000
8100,3000
8101,3000
8102,3000
8103,3000
8104,3000
8105,3000
8106,3000
8107,3000
8108,3000
8109,3000
8110,3000
8111,3000
8112,3000
8113,3000
8114,3000
8115,3000
8116,3000
8117,3000
8118,3000
8119,3000
8120,3000
8121,3000
8122,3000
8123,3000
8124,3000
8125,3000
8126,3000
8127,3000
8128,3000
8129,3000
8130,3000
8131,3000
8132,3000
8133,3000
8134,3000
8135,3000
8136,3000
8137,3000
8138,3000
8139,3000
8140,3000
8141,3000
8142,3000
8143,3000
8144,3000
8145,3000
8146,3000
8147,3000
8148,3000
8149,3000
8150,3000
8151,3000
8152,3000
8153,3000
8154,3000
8155,3000
8156,3000
8157,3000
8158,3000
8159,3000
8160,3000
8161,3000
8162,3000
8163,3000
8164,3000
8165,3000
8166,3000
8167,3000
8168,3000
8169,3000
8170,3000
8171,3000
8172,3000
8173,3000
8174,3000
8175,3000
8176,3000
8177,3000
8178,3000
8179,3000
8180,3000
8181,3000



