//Item Trading Restrictions File
//Specify here special rules for item trading.
//Item ID, TradeMask, GM-Level Override
//Trading mask values:
//1:Item can't be drop
//2:Item can't be traded (nor vended)
//4:Wedded partner can override restriction 2.
//8:Item can't be sold to npcs
//16:Item can't be placed in the cart
//32:Item can't be placed in the storage
//64:Item can't be placed in the guild storage
//Example:
//1161,67,50 //Balmung: No drop, No trade, No Guild Store (1+2+64 =67),
//only GMs of GM-level 50 and up can override the setting.

690,123,99

19207,123,99
19208,123,99

18013,83,99
18014,83,99
18015,83,99
18016,83,99


18007,3,99
19149,3,99
672,9,99
676,9,99
670,9,99
8031,9,99
8032,9,99
8033,9,99
8034,9,99
8035,9,99
8036,9,99
8037,9,99
8038,9,99
8039,9,99
8040,9,99
8041,9,99
8042,9,99
8043,9,99
8044,9,99
8045,9,99
8046,9,99
8047,9,99
8048,9,99
8049,9,99
8050,9,99
8051,9,99
8052,9,99
8053,9,99
8054,9,99
8055,9,99
8056,9,99
8057,9,99
8058,9,99
8059,9,99
8060,9,99
8061,9,99
8062,9,99
8063,9,99
8064,9,99
8065,9,99
8066,9,99
8067,9,99
8068,9,99
8069,9,99
8070,9,99
8071,9,99
8072,9,99
8073,9,99
8074,9,99
8075,9,99
8076,9,99
8077,9,99
8078,9,99
8079,9,99
8080,9,99
8081,9,99
8082,9,99
8083,9,99
8084,9,99
8085,9,99
8086,9,99
8087,9,99
8088,9,99
8089,9,99
8090,9,99
8091,9,99
8092,9,99
8093,9,99
8094,9,99
8095,9,99
8096,9,99
8097,9,99
8098,9,99
8099,9,99
8100,9,99
8101,9,99
8102,9,99
8103,9,99
8104,9,99
8105,9,99
8106,9,99
8107,9,99
8108,9,99
8109,9,99
8110,9,99
8111,9,99
8112,9,99
8113,9,99
8114,9,99
8115,9,99
8116,9,99
8117,9,99
8118,9,99
8119,9,99
8120,9,99
8121,9,99
8122,9,99
8123,9,99
8124,9,99
8125,9,99
8126,9,99
8127,9,99
8128,9,99
8129,9,99
8130,9,99
8131,9,99
8132,9,99
8133,9,99
8134,9,99
8135,9,99
8136,9,99
8137,9,99
8138,9,99
8139,9,99
8140,9,99
8141,9,99
8142,9,99
8143,9,99
8144,9,99
8145,9,99
8146,9,99
8147,9,99
8148,9,99
8149,9,99
8150,9,99
8151,9,99
8152,9,99
8153,9,99
8154,9,99
8155,9,99
8156,9,99
8157,9,99
8158,9,99
8159,9,99
8160,9,99
8161,9,99
8162,9,99
8163,9,99
8164,9,99
8165,9,99
8166,9,99
8167,9,99
8168,9,99
8169,9,99
8170,9,99
8171,9,99
8172,9,99
8173,9,99
8174,9,99
8175,9,99
8176,9,99
8177,9,99
8178,9,99
8179,9,99
8180,9,99
8181,9,99
